species,plot,abund,tval,tp,ts,tvalNA
Abrophyllum ornans,1,0.0556414219474498,-1.30102999566398,1.34218540381858,-1.30102999566398,-1.30102999566398
Acacia boormanii,7,0.0923076923076923,1.12254352406875,0.780639659218825,1.12254352406875,1.12254352406875
Acacia falciformis,14,0.00444279896334691,1.63144376901317,0.284001720535979,1.63144376901317,1.63144376901317
Acacia floribunda,4,0.0303157894736842,0.850033257689769,0.361326000698579,0.850033257689769,0.850033257689769
Acacia floribunda,4,0.0303157894736842,0.850033257689769,0.361326000698579,0.850033257689769,0.850033257689769
Acacia floribunda,4,0.0303157894736842,0.850033257689769,0.361326000698579,0.850033257689769,0.850033257689769
Acacia floribunda,4,0.0303157894736842,0.850033257689769,0.361326000698579,0.850033257689769,0.850033257689769
Acacia floribunda,4,0.0303157894736842,0.850033257689769,0.361326000698579,0.850033257689769,0.850033257689769
Acacia floribunda,5,0.0224573526236234,0.850033257689769,0.596472045630382,0.850033257689769,0.850033257689769
Acacia floribunda,5,0.0224573526236234,0.850033257689769,0.596472045630382,0.850033257689769,0.850033257689769
Acacia floribunda,5,0.0224573526236234,0.850033257689769,0.596472045630382,0.850033257689769,0.850033257689769
Acacia floribunda,5,0.0224573526236234,0.850033257689769,0.596472045630382,0.850033257689769,0.850033257689769
Acacia floribunda,5,0.0224573526236234,0.850033257689769,0.596472045630382,0.850033257689769,0.850033257689769
Acacia floribunda,6,0.0332039672272531,0.850033257689769,0.0211260820026957,0.850033257689769,0.850033257689769
Acacia floribunda,6,0.0332039672272531,0.850033257689769,0.0211260820026957,0.850033257689769,0.850033257689769
Acacia floribunda,6,0.0332039672272531,0.850033257689769,0.0211260820026957,0.850033257689769,0.850033257689769
Acacia floribunda,6,0.0332039672272531,0.850033257689769,0.0211260820026957,0.850033257689769,0.850033257689769
Acacia floribunda,6,0.0332039672272531,0.850033257689769,0.0211260820026957,0.850033257689769,0.850033257689769
Acacia floribunda,12,0.00515559684161635,0.850033257689769,0.321502435922255,0.850033257689769,0.850033257689769
Acacia floribunda,12,0.00515559684161635,0.850033257689769,0.321502435922255,0.850033257689769,0.850033257689769
Acacia floribunda,12,0.00515559684161635,0.850033257689769,0.321502435922255,0.850033257689769,0.850033257689769
Acacia floribunda,12,0.00515559684161635,0.850033257689769,0.321502435922255,0.850033257689769,0.850033257689769
Acacia floribunda,12,0.00515559684161635,0.850033257689769,0.321502435922255,0.850033257689769,0.850033257689769
