species,plot,abund,tval,tp,ts,tvalNA
Pomaderris aspera,7,0.00979020979020979,0.602059991327962,0.632057492454749,0.602059991327962,0.602059991327962
Pomaderris aspera,7,0.00979020979020979,0.602059991327962,0.632057492454749,0.602059991327962,0.602059991327962
Pomaderris aspera,7,0.00979020979020979,0.602059991327962,0.632057492454749,0.602059991327962,0.602059991327962
Pomaderris aspera,8,0.0135506317524263,0.602059991327962,0.625342052468962,0.602059991327962,0.602059991327962
Pomaderris aspera,8,0.0135506317524263,0.602059991327962,0.625342052468962,0.602059991327962,0.602059991327962
Pomaderris aspera,8,0.0135506317524263,0.602059991327962,0.625342052468962,0.602059991327962,0.602059991327962
Pomaderris aspera,8,0.0135506317524263,0.602059991327962,0.625342052468962,0.602059991327962,0.602059991327962
Pomaderris aspera,8,0.0135506317524263,0.602059991327962,0.625342052468962,0.602059991327962,0.602059991327962
Pomaderris aspera,9,0.00654956832390593,0.602059991327962,0.55493073431833,0.602059991327962,0.602059991327962
Pomaderris aspera,9,0.00654956832390593,0.602059991327962,0.55493073431833,0.602059991327962,0.602059991327962
Pomaderris aspera,9,0.00654956832390593,0.602059991327962,0.55493073431833,0.602059991327962,0.602059991327962
Pomaderris aspera,9,0.00654956832390593,0.602059991327962,0.55493073431833,0.602059991327962,0.602059991327962
Pomaderris aspera,9,0.00654956832390593,0.602059991327962,0.55493073431833,0.602059991327962,0.602059991327962
Pomaderris aspera,10,0.0129910300030931,0.602059991327962,0.622746963010185,0.602059991327962,0.602059991327962
Pomaderris aspera,10,0.0129910300030931,0.602059991327962,0.622746963010185,0.602059991327962,0.602059991327962
Pomaderris aspera,10,0.0129910300030931,0.602059991327962,0.622746963010185,0.602059991327962,0.602059991327962
Pomaderris aspera,10,0.0129910300030931,0.602059991327962,0.622746963010185,0.602059991327962,0.602059991327962
Pomaderris aspera,10,0.0129910300030931,0.602059991327962,0.622746963010185,0.602059991327962,0.602059991327962
Prostanthera lasianthos,9,0.0208395355760643,0.778151250383644,0.55493073431833,0.778151250383644,0.778151250383644
Prunella vulgaris,8,0.0021973997436367,-0.397940008672038,0.625342052468962,-0.397940008672038,-0.397940008672038
Pteridium esculentum,3,0.0190504103165299,0.176091259055681,0.442951743031154,0.176091259055681,0.176091259055681
Pteridium esculentum,3,0.0190504103165299,0.176091259055681,0.442951743031154,0.176091259055681,0.176091259055681
Pteridium esculentum,3,0.0190504103165299,0.176091259055681,0.442951743031154,0.176091259055681,0.176091259055681
