"plot"	"species"	"abund"	"SLA"
12	"Imperata cylindrica"	0.0355576079427384	16.11
12	"Casuarina cunninghamiana"	0.0369429692911568	1.41
12	"Microlaena stipoides"	0.011082890787347	36.27
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Alphitonia excelsa"	0.0544312630844382	9.06
13	"Oplismenus aemulus"	0.00697836706210747	56.16
13	"Dichondra repens"	0.00744359153291463	32.64
13	"Calochlaena dubia"	0.0697836706210747	23.75
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Calochlaena dubia"	0.0697836706210747	23.75
13	"Trema tomentosa var. aspera"	0.00279134682484299	47.9
13	"Imperata cylindrica"	0.00488485694347523	16.11
13	"Acacia floribunda"	0.00976971388695046	9.88
13	"Grevillea robusta"	0.00372179576645732	5.02
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Dichondra repens"	0.00744359153291463	32.64
13	"Stephania japonica"	0.00325657129565015	26.1
13	"Acacia floribunda"	0.00976971388695046	9.88
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Calochlaena dubia"	0.0697836706210747	23.75
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Dichondra repens"	0.00744359153291463	32.64
13	"Acacia floribunda"	0.00976971388695046	9.88
13	"Casuarina glauca"	0.0481507327285415	4.69
13	"Acacia floribunda"	0.00976971388695046	9.88
13	"Oplismenus aemulus"	0.00697836706210747	56.16
13	"Duboisia myoporoides"	0.0202372644801117	22.07
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Imperata cylindrica"	0.00488485694347523	16.11
13	"Syzygium oleosum"	0.0186089788322866	10.07
13	"Notelaea longifolia"	0.00837404047452896	8.5
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Oplismenus aemulus"	0.00697836706210747	56.16
13	"Lophostemon suaveolens"	0.0730402419167248	7.3
13	"Oplismenus aemulus"	0.00697836706210747	56.16
13	"Centella asiatica"	0.0079088160037218	47.03
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Acacia floribunda"	0.00976971388695046	9.88
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Imperata cylindrica"	0.00488485694347523	16.11
13	"Melaleuca quinquenervia"	0.0260525703652012	7.96
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Oplismenus imbecillis"	0.0642009769713887	63.27
13	"Pteridium esculentum"	0.0079088160037218	9.64
13	"Lomandra longifolia"	0.0209351011863224	12.89
13	"Acacia leiocalyx subsp. leiocalyx"	0.0195394277739009	9.86
13	"Calochlaena dubia"	0.0697836706210747	23.75
13	"Lomandra longifolia"	0.0209351011863224	12.89
14	"Cassinia aculeata"	0.0077574047954866	13.8
14	"Eucalyptus radiata"	0.0535966149506347	10.3
14	"Lomatia myricoides"	0.0197461212976023	10.32
14	"Acacia pravissima"	0.15867418899859	9.34
14	"Hovea asperifolia subsp. asperifolia"	0.0476022566995769	9.82
14	"Eucalyptus radiata"	0.0535966149506347	10.3
14	"Acacia implexa"	0.0130465444287729	7.78
14	"Lomatia myricoides"	0.0197461212976023	10.32
14	"Leptospermum brevipes"	0.0292665726375176	9.02
14	"Leptospermum brevipes"	0.0292665726375176	9.02
14	"Leptospermum brevipes"	0.0292665726375176	9.02
14	"Acacia falciformis"	0.00423131170662905	6.04
14	"Cassinia aculeata"	0.0077574047954866	13.8
14	"Eucalyptus viminalis"	0.124823695345557	6.89
14	"Dodonaea viscosa subsp. cuneata"	0.0123413258110014	12.83
14	"Leptospermum brevipes"	0.0292665726375176	9.02
14	"Cassinia aculeata"	0.0077574047954866	13.8
14	"Eucalyptus viminalis"	0.124823695345557	6.89
14	"Lomatia myricoides"	0.0197461212976023	10.32
14	"Eucalyptus viminalis"	0.124823695345557	6.89
14	"Leptospermum brevipes"	0.0292665726375176	9.02
14	"Eucalyptus radiata"	0.0535966149506347	10.3
15	"Adiantum aethiopicum"	0.00940354648038689	61.42
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Adiantum aethiopicum"	0.00940354648038689	61.42
15	"Tradescantia fluminensis"	0.00591080064481462	46.41
15	"Ligustrum sinense"	0.0292853304674906	10.46
15	"Commersonia fraseri"	0.0591080064481462	23.49
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Ligustrum sinense"	0.0292853304674906	10.46
15	"Acmena smithii"	0.0569586243954863	11.77
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Adiantum aethiopicum"	0.00940354648038689	61.42
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Glochidion ferdinandi var. ferdinandi"	0.0214938205265986	12.84
15	"Doodia aspera"	0.00806018269747448	10.7
15	"Gymnostachys anceps"	0.00644814615797958	6.98
15	"Ripogonum album"	0.190757657173563	11.94
15	"Trophis scandens"	0.0107469102632993	12.14
15	"Doodia aspera"	0.00806018269747448	10.7
15	"Doodia aspera"	0.00806018269747448	10.7
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Acmena smithii"	0.0569586243954863	11.77
15	"Eucalyptus resinifera"	0.0510478237506717	6.417501671
15	"Gymnostachys anceps"	0.00644814615797958	6.98
15	"Eucalyptus tereticornis"	0.0752283718430951	6.55
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Lomandra longifolia"	0.0255239118753358	12.89
15	"Eucalyptus tereticornis"	0.0752283718430951	6.55
15	"Adiantum aethiopicum"	0.00940354648038689	61.42
15	"Doodia aspera"	0.00806018269747448	10.7
